ci_code,ci_description
360310,Hip Puncture Wound
360400,Hip Laceration
360500,Hip Trochanteric Bursitis
360510,Hip Psoas Bursitis
360600,Hip Flexor Tendonitis
360700,Hip Synovitis/Capsulitis Acute
360800,Hip Vascular Trauma
360911,Hip Gluteus Medius Spasm
361500,Hip Nerve Contusion
361510,Hip Sciatic Nerve Contusion
361600,Hip Nerve Disorder
361610,Hip Sciatic Nerve Disorder
361620,Hip Femoral Nerve Disorder
363000,Hip Sprain (non-specific)
363010,Athletic Pubalgia
363020,Hip Pubic Symphysis Sprain
363021,Hip Pubic Symphysis Dysfunction
363030,Hip Innominate Shear
363040,Hip Innominate Rotation
363100,Hip Sprain 1 Deg (non-specific)
363110,Hip Inguinal Ligament Sprain 1 Deg
363120,Hip Pubic Symphysis Sprain 1 Deg
363200,Hip Sprain 2 Deg (non-specific)
363210,Hip Inguinal Ligament Sprain 2 Deg
363300,Hip Sprain 3 Deg (non-specific)
363310,Hip Inguinal Ligament Sprain 3 Deg
363510,Hip Subluxation/Anterior
363520,Hip Subluxation/Posterior
363610,Hip Dislocation/Anterior
363620,Hip Dislocation/Posterior
364000,Hip Muscle Strain (non-specific)
364010,Hip Abductor Strain
364011,Hip Gluteus Medius Strain
364012,Hip Tensor Fascia Latae Strain
364020,Hip Adductor Strain
364030,Hip Flexor Strain
364031,Hip Iliopsoas Strain
364032,Hip Quadratus Lumborum Strain
364033,Hip Sartorius Strain/Proximal
364034,Hip Rectus Femoris Strain - Proximal
364035,Hip Rectus Femoris Avulsion/Rupture/Complete Tear - Proximal
364036,Hip Rectus Femoris Partial Tear - Proximal
364040,Hip Extensor Strain
364041,Hip Gluteus Maximus Strain
364042,Hip Proximal Biceps Femoris Strain
364043,Hamstring Unknown Muscle Strain - Proximal
364050,Hip Internal Rotator Strain
364060,Hip External Rotator Strain
364061,Hip Piriformis Strain
364100,Hip Strain 1 Deg (non-specific)
364110,Hip Abductor Strain 1 Deg
364111,Hip Gluteus Medius Strain1 Deg
364112,Hip Tensor Fascia Latae Strain 1 Deg
364120,Hip Adductor Strain 1 Deg
364130,Hip Flexor Strain 1 Deg
364131,Hip Iliopsoas Strain 1 Deg
364132,Hip Quadratus Lumborum Strain 1 Deg
364133,Hip Sartorius Strain/Proximal 1 Deg
364134,Hip Rectus Femoris Strain /Proximal 1 Deg
364140,Hip Extensor Strain 1 Deg
364141,Hip Gluteus Maximus Strain 1 Deg
364142,Proximal Hamstring Biceps Femoris Strain - 1st Degree
364143,Hip/Proximal Hamstring Strain 1 Deg / Muscle Unknown
364150,Hip Internal Rotator Strain 1 Deg
364160,Hip External Rotator Strain 1 Deg
364161,Hip Piriformis Strain 1 Deg
364200,Hip Strain 2 Deg (non-specific)
364210,Hip Abductor Strain 2 Deg
364211,Hip Gluteus Medius Strain 2 Deg
364220,Hip Adductor Strain 2 Deg
364230,Hip Flexor Strain 2 Deg
364231,Hip Iliopsoas Strain 2 Deg
364232,Hip Quadratus Lumborum Strain 2 Deg
364233,Hip Sartorius Strain/Proximal 2 Deg
364240,Hip Extensor Strain 2 Deg
364241,Hip Gluteus Maximus Strain 2 Deg
364242,Proximal Hamstring Biceps Femoris Strain - 2nd Degree
364243,Hip/Proximal Hamstring Strain 2 Deg / Muscle Unknown
364250,Hip Internal Rotator Strain 2 Deg
364260,Hip External Rotator Strain 2 Deg
364300,Hip Strain 3 Deg (non-specific)
364310,Hip Abductor Strain 3 Deg
364311,Hip Gluteus Medius Strain 3 Deg
364312,Hip Tensor Fascia Latae Strain 3 Deg
364320,Hip Adductor Strain 3 Deg
364330,Hip Flexor Strain 3 Deg
364331,Hip Iliopsoas Strain 3 Deg
364332,Hip Quadratus Lumborum Strain 3 Deg
364333,Hip Sartorius Strain/Proximal 3 Deg
364340,Hip Extensor Strain 3 Deg
364341,Hip Gluteus Maximus Strain 3 Deg
364342,Hamstring Biceps Femoris Avulsion/Rupture/Complete Tear - Proximal
364343,Hip/Proximal Hamstring Strain 3 Deg (Avulsion or Complete Tear) / Muscle Unknown
364350,Hip Internal Rotator Strain 3 Deg
364360,Hip External Rotator Strain 3 Deg
365000,Hip Fracture (non-specific)
365010,Hip Fracture/Acetabulum
365020,Hip Fracture/Femur/Head
365030,Hip Fracture/Femur/Neck
365120,Hip Fracture/Femur/Head/Simple
365130,Hip Fracture/Femur/Neck/Open
365150,Hip Ilium Crest Fracture/Simple
365210,Hip Fracture/Acetabulum/Avulsion
365250,Hip Fracture/Ilium Crest Avulsion
365260,Hip Fracture/Ilium Spine/Avulsion
365440,Hip Fracture/Femur/Proximal/Epiphyseal Separation
365450,Hip Fracture/Iium Crest/Epiphyseal
365530,Hip Fracture/Femur/Neck/Stress
365710,Hip Fracture/Acetabulum/Chondral
365810,Hip Fracture/Acetabulum/Comminuted
365830,Hip Fracture/Femur/Neck/Comminuted
365900,Hip Fracture/Other
366100,Hip Inflammation
366110,Hip Femur Epiphysitis/Upper End
366111,Hip Impingement/Cam Lesion
366112,Hip Impingement/Rim Lesion
366121,Hip Semitendinosus Apophysitis
366160,Hip Tensor Fascia Latae Fasciitis
366161,Hip Ilio-Tibial Band Syndrome (ITBS)
366201,Hip Avascular Necrosis
366210,Hip Osteochondritis Dissecans
366230,Hip Arthritis Traumatic
366280,Hip Muscle Herniation
366310,Hip Bone Cyst
366460,Hip Cartilage Degeneration/Arthritis
366493,Hip Somatic Dysfunction
366501,Hip Acetabular Labral Tear
368611,Hip Staph Infection - MRSA
368612,Hip Staph Infection - MSSA
369600,Hip Disarticulation
369700,Hip Burn 1 Deg
369701,Hip Burn 2 Deg
369702,Hip Burn 3 Deg
370100,Groin Abrasion
370200,Groin Contusion
370250,Groin Pubis/Inferior Rami Contusion
370310,Groin Puncture Wound
370410,Groin Femoral Artery Laceration
370510,Groin Ischiogluteal Bursitis
370620,Groin Adductor Tendinitis
370900,Groin Muscle Cramps
373000,Groin Sprain (non-specific)
373100,Groin Sprain 1 Deg (non-specific)
373200,Groin Sprain 2 Deg (non-specific)
373300,Groin Sprain 3 Deg (non-specific)
373600,Pelvis Pubic Symphysis Dislocation
374000,Groin Muscle Strain (non-specific)
374010,Groin Quadriceps Strain - Proximal
374015,Groin Adductor Avulsion/Rupture/Complete Tear - Proximal
374020,Groin Adductor Strain - Proximal
374021,Groin Gracilis Strain - Proximal
374022,Groin Adductor Magnus Strain - Proximal
374023,Groin Adductor Longus Strain - Proximal
374024,Groin Adductor Brevis Strain - Proximal
374025,Groin Pectineus Strain
374030,Groin Hamstring Strain/Medial Proximal
374040,Groin Hamstring Strain/Lateral Proximal
374100,Groin Strain 1 Deg
374110,Groin Quadriceps Strain/Proximal 1 Deg
374120,Groin Adductor Strain/Proximal 1 Deg
374121,Groin Gracilis Strain/Proximal 1 Deg
374122,Groin Adductor Magnus/Proximal 1 Deg
374123,Groin Adductor Longus/Proximal 1 Deg
374124,Groin Adductor Brevis/Proximal 1 Deg
374130,Hamstring Proximal Semitendinosus Strain - 1st Degree
374140,Hamstring Proximal Semimembranosus Strain - 1st Degree
374200,Groin Strain 2 Deg
374210,Groin Quadriceps Strain/Proximal 2 Deg
374220,Groin Adductor Strain/Proximal 2 Deg
374221,Groin Gracilis Strain/Proximal 2 Deg
374222,Groin Adductor Magnus/Proximal 2 Deg
374223,Groin Adductor Longus/Proximal 2 Deg
374224,Groin Adductor Brevis/Proximal 2 Deg
374230,Hamstring Proximal Semitendinosus Strain - 2nd Degree
374240,Hamstring Proximal Semimembranosus Strain - 2nd Degree
374300,Groin Strain 3 Deg (Complete Tear)
374310,Groin Quadriceps Strain/Proximal 3 Deg
374320,Groin Adductor Strain/Proximal 3 Deg
374321,Groin Gracilis Strain/Proximal 3 Deg
374322,Groin Adductor Magnus/Proximal 3 Deg
374323,Groin Adductor Longus/Proximal 3 Deg
374324,Groin Adductor Brevis/Proximal 3 Deg
374330,Hamstring Semitendinosus Avulsion/Rupture/Complete Tear - Proximal
374340,Hamstring Semimembranosus Avulsion/Rupture/Complete Tear - Proximal
374351,Hamstring Biceps Femoris Strain - Proximal
374352,Hamstring Semitendinosus Strain - Proximal
374353,Hamstring Semimembranosus Strain - Proximal
374400,Groin Tendon Avulsion
375000,Groin Fracture/Pelvis
375010,Groin Fracture/Ischiopubic Rami
375200,Groin Fracture/Pelvic/Avulsion
375240,Groin Fracture/Ischium Tuberosity/Avulsion
376100,Groin Pubic Symphysis Inflammation
376110,Groin Osteitis Pubis
376120,Groin Pubalgia
376490,Groin Pubic Dysfunction
378601,Groin Staph Infection - MRSA
378602,Groin Staph Infection - MSSA
378711,Inguinal Cyst
380024,Thigh Gracilis Strain - Central
380100,Thigh Anterior Abrasion
380200,Thigh Anterior Contusion
380201,Thigh Rectus Femoris Contusion
380210,Thigh Posterior Contusion
380211,Hamstring Contusion - Medial
380212,Hamstring Contusion - Lateral
380213,Thigh Biceps Femoris Contusion
380220,Thigh Lateral Contusion
380221,Thigh Trochanteric Contusion
380222,Thigh Vastus Lateralis Contusion
380230,Thigh Medial Contusion
380231,Thigh Vastus Medialis Contusion
380232,Thigh Ilio-Tibial (I-T) Band Contusion
380240,Hamstring Contusion
380300,Thigh Puncture
380400,Thigh Laceration
380510,Thigh Femur Trochanteric Bursitis
380610,Thigh Quadriceps Tendinitis
380611,Thigh Vastus Lateralis Tendinitis
380612,Thigh Vastus Intrmedius Tendinitis
380613,Thigh Vastus Medialis Tendinitis
380614,Thigh Rectus Femoris Tendinitis
380620,Thigh Adductor Tendinitis
380621,Thigh Adductor Longus Tendinitis
380622,Thigh Adductor Brevis Tendinitis
380623,Thigh Adductor Magnus Tendinitis
380630,Thigh Hamstring Tendinitis/Medial
380631,Thigh Semitendinosus Tendinitis
380632,Thigh Semimembranosus Tendinitis
380640,Thigh Hamstring Tendinitis/lateral
380641,Thigh Biceps Femoris Tendinitis
380800,Thigh Vascular Trauma/Acute
380900,Thigh Cramps/Spasm
380910,Thigh Quadriceps Cramps/Spasms
380911,Thigh Vastus Lateralis Cramps/Spasm
380912,Thigh Vastus Intermedius Cramp/Spasm
380913,Thigh Vastus Medialis Cramps/Spasm
380914,Thigh Rectus Femoris Cramps/Spasm
380915,Quadriceps Myofascial Strain
380920,Thigh Adductor Cramps/Spasms
380921,Thigh Adductor Longus Cramps
380922,Thigh Adductor Brevis Cramps
380923,Thigh Adductor Magnus Cramps
380930,Thigh Hamstring Cramps/Medial
380931,Thigh Semitendinosus Cramps
380932,Thigh Semimembranosus Cramps
380940,Hamstring Cramps/Spasms - Lateral
380941,Thigh Biceps Femoris Cramps/Medial
380942,Hamstring Cramps/Spasms
381000,Thigh Neurotrauma
381600,Thigh Nerve Disorder
381630,Thigh Nerve Disorder w/S&M Loss
382100,Thigh Burn 1 Deg
382200,Thigh Burn 2 Deg
382220,Thigh Chemical Burn 2 Deg
382300,Thigh Burn 3 Deg
384000,Thigh Muscle Strain/Belly
384010,Thigh Quads Strain/Belly
384011,Thigh Vastus Lateralis Strain
384012,Thigh Vastus Intermedius Strain
384013,Thigh Vastus Medialis Strain
384014,Thigh Rectus Femoris Strain - Central
384020,Thigh Adductor Strain - Central
384021,Thigh Adductor Longus Strain - Central
384022,Thigh Adductor Brevis Strain - Central
384023,Thigh Adductor Magnus Strain - Central
384030,Hamstring Unknown Muscle Strain - Central
384031,Thigh Semitendinosus Strain/Medial Belly
384032,Thigh Semimembranosus Strain/Medial Belly
384033,Thigh Biceps Femoris Strain/Medial Belly
384040,Thigh Hamstring Strain/Lateral Belly
384041,Thigh Biceps Femoris Strain/Lateral Belly
384050,Quadriceps Myofascial Strain / Muscle Unknown
384051,Quadriceps Myofascial Strain / Vastus Lateralis
384052,Quadriceps Myofascial Strain / Vastus Intermedius
384053,Quadriceps Myofascial Strain / Vastus Medialis
384054,Quadriceps Myofascial Strain / Rectus Femoris
384055,Quadriceps Myofascial Strain
384060,Hamstring Myofascial Strain - Muscle Unknown
384061,Hamstring Myofascial Strain - Semitendinosus
384062,Hamstring Myofascial Strain - Semimembranosus
384063,Hamstring Myofascial Strain - Biceps Femoris
384070,Adductor Soreness/Inflammation
384071,Hamstring Soreness/Inflammation
384072,Quadriceps Soreness/Inflammation
384073,Calf Soreness/Inflammation
384080,Adductor Soreness/Tightness
384081,Hamstring Soreness/Tightness
384082,Quadriceps Soreness/Tightness
384083,Calf Soreness/Tightness
384100,Thigh Muscle Strain/Belly 1 Deg
384110,Thigh Quads Strain/Belly 1 Deg
384111,Thigh Vastus Lateralis Strain1 Deg
384112,Thigh Vastus Intermedius Strain1 Deg
384113,Thigh Vastus Medialis Strain1 Deg
384114,Thigh Rectus Femoris Strain 1 Deg
384120,Thigh Adductor Strain/Belly 1 Deg
384121,Thigh Adductor Longus Strain/Belly 1 Deg
384122,Thigh Adductor Brevis Strain/Belly 1 Deg
384123,Thigh Adductor Magnus Strain/Belly 1 Deg
384130,Thigh/Muscle Belly Hamstring Strain Deg 1 / Muscle Unknown
384131,Hamstring Mid Semitendinosus Strain - 1st Degree
384132,Hamstring Mid Semimembranosus Strain - 1st Degree
384133,Thigh Biceps Femoris Strain/Medial Belly
384140,Thigh Hamstring Strain/Lateral Belly 1 Deg
384141,Hamstring Mid Biceps Femoris Strain - 1st Degree
384200,Thigh Muscle Strain/Belly 2 Deg
384210,Thigh Quads Strain/Belly 2 Deg
384211,Thigh Vastus Lateralis Strain 2 Deg
384212,Thigh Vastus Intrmedius Strain 2 Deg
384213,Thigh Vastus Medialis Strain 2 Deg
384214,Thigh Rectus Femoris Strain 2 Deg
384220,Thigh Adductor Strain/Belly 2 Deg
384221,Thigh Adductor Longus Strain/Belly 2 Deg
384222,Thigh Adductor Brevis Strain/Belly 2 Deg
384223,Thigh Adductor Magnus Strain/Belly 2 Deg
384230,Thigh/Muscle Belly Hamstring Strain Deg 2 / Muscle Unknown
384231,Hamstring Mid Semitendinosus Strain - 2nd Degree
384232,Hamstring Mid Semimembranosus Strain - 2nd Degree
384240,Thigh Hamstring Strain/Lateral Belly 2 Deg
384241,Hamstring Mid Biceps Femoris Strain - 2nd Degree
384300,Thigh Muscle Strain/Belly 3 Deg (Complete Tear)
384310,Thigh Quads Strain/Belly 3 Deg
384311,Thigh Vastus Lateralis Strain3 Deg
384312,Thigh Vastus Intrmedius Strain3 Deg
384313,Thigh Vastus Medialis Strain 3 Deg
384314,Thigh Rectus Femoris Strain 3 Deg
384320,Thigh Adductor Strain/Belly 3 Deg
384321,Thigh Adductor Longus Strain/Belly 3 Deg
384322,Thigh Adductor Brevis Strain/Belly 3 Deg
384323,Thigh Adductor Magnus Strain/Belly 3 Deg
384330,Thigh/Muscle Belly Hamstring Strain Deg 3 (Avulsion or Complete Tear) / Muscle Unknown
384331,Hamstring Semitendinosus Rupture/Complete Tear - Central
384332,Hamstring Semimembranosus Rupture/Complete Tear - Central
384340,Thigh Hamstring Strain/Lateral Belly 3 Deg
384341,Hamstring Biceps Femoris Rupture/Complete Tear - Central
384351,Hamstring Biceps Femoris Strain - Central
384352,Hamstring Semitendinosus Strain - Central
384353,Hamstring Semimembranosus Strain - Central
384410,Thigh Quads Strain/Tendon Avulsion
384414,Thigh Rectus Femoris/Avulsion
384505,Knee Quadriceps Tendon Partial Tear
384510,Knee Quadriceps Tendon Avulsion/Rupture/Complete Tear
384573,Thigh Vastus Medialis/severed
384924,Thigh Gracilis Cramps/Spasms
385000,Thigh Fracture Femur
385010,Thigh Fracture/Femur/Greater Trochanteric
385020,Thigh Fracture/Femur/Lesser Trochanteric
385030,Thigh Fracture/Femur/Trochanteric
385040,Thigh Fracture/Femur/Shaft
385050,Thigh Fracture/Femur/Distal Chondral
385100,Thigh Fracture/Femur/Open
385140,Thigh Fracture/Femur/Shaft/Open
385310,Thigh Fracture/Femur/Greater Trochanteric/Dislocation
385400,Thigh Fracture/Femur/Epiphyseal Plate
385410,Thigh Fracture/Femur/Greater Trochanteric/Epiphyseal
385520,Thigh Fracture/Lesser Trochanteric/Stress
385540,Thigh Fracture/Femur/Shaft/Stress
385541,Thigh Fracture/Femur/Neck/Stress
385640,Thigh Fracture/Femur/Shaft/Greenstick
385700,Thigh Fracture/Femur/Osterchondral
385840,Thigh Fracture/Femur/Shaft/Comminuted
386100,Thigh Inflammation
386101,Thigh Lateral Retinaculum Inflammation
386102,Thigh Lateral Hamstring Inflammation
386103,Thigh Medial Hamstring Inflammation
386110,Thigh Femur Epiphysitis
386131,Thigh Lesser Trochanter Stress Reaction
386132,Thigh Femoral Neck Stress Reaction
386180,Thigh Femur Osteochondritis
386201,Thigh Femoral Avascular Necrosis
386250,Thigh Calcification
386270,Thigh Quad Myositis Ossificans
386280,Thigh Muscle Herniation
386310,Thigh Bone Cyst
386320,Hamstring Cyst
386321,Hamstring Cyst - Tendon
386390,Thigh Osteoid Osteoma
386460,Thigh Chondral Degeneration
386480,Thigh Chronic Weakness
388100,Thigh Illness/Other
388601,Thigh Staph Infection - MRSA
388602,Thigh Staph Infection - MSSA
389600,Thigh Amputation/Above Knee
390000,Meniscus Injury
390010,Meniscus Lateral Tear
390020,Meniscus Medial Tear
390110,Meniscus Lateral Anterior Horn Tear
390111,Meniscus Lateral Anterior Horn/Undersurface
390112,Meniscus Lateral Anterior Horn/Undersurface/Degen
390120,Meniscus Medial Anterior Horn Tear
390121,Meniscus Medial Anterior Horn/Undersurface
390122,Meniscus Medial Anterior Horn/Undersurface/Degen
390200,Meniscus Contusion
390210,Meniscus Lateral Posterior Horn Tear
390211,Meniscus Lateral Posterior Horn/Undersurface
390212,Meniscus Lateral Posterior Horn/Undersurface/Degen
390220,Meniscus Medial Posterior Horn Tear
390221,Meniscus Medial Posterior Horn/Undersurface
390222,Meniscus Medial Posterior Horn/Undersurface/Degen
390310,Meniscus Lateral Bucket Handle Tear
390311,Meniscus Lateral Bucket Handle/Degen
390320,Meniscus Medial Bucket Handle Tear
390321,Meniscus Medial Bucket Handle/Degen
390410,Meniscus Lateral Radial Tear
390411,Meniscus Lateral Radial Tear/Degen
390420,Meniscus Medial Radial Tear
390421,Meniscus Medial Radial Tear/Degen
390510,Meniscus Lateral Complex Tear
390511,Complex Lateral Meniscus Tear
390520,Meniscus Medial Complex Tear
390521,Complex Medial Meniscus Tear
390610,Meniscus Lateral Peripheral Tear
390611,Meniscus Lateral Peripheral Tear/Degen
390620,Meniscus Medial Peripheral Tear
390621,Meniscus Medial Peripheral Tear/Degen
396100,Meniscus Inflammation
396210,Meniscus Osteochondritis Dissecans
396211,Lateral Meniscus Calcification
396221,Medial Meniscus Calcification
396250,Meniscus Calcification
396411,Lateral Meniscus Cyst
396412,Lateral Meniscus Discoid
396421,Medial Meniscus Discoid
396422,Medial Meniscus Cyst
396460,Meniscus Cyst
396470,Meniscus Discoid
396471,Meniscus Discoid - Anterior
396472,Meniscus Discoid - Posterior
396473,Meniscus Discoid - Middle
400000,Knee Trauma (non-specific)
400010,Knee Iliotibial Band Syndrome
400100,Knee Abrasion
400200,Knee Contusion
400210,Knee Pes Anserine Bursitis
400211,Knee Medial Retinaculum Contusion
400212,Knee Medial Femoral Condyle Contusion
400213,Knee Tibial Plateau Contusion
400214,Lateral Knee Tibial Plateau Contusion
400215,Medial Knee Tibial Plateau Contusion
400220,Knee Infrapatellar Fat Pad Contusion
400230,Knee Lateral Knee Contusion
400231,Knee Lateral Femoral Condyle Contusion
400240,Knee Posterior Knee Contusion
400300,Knee Puncture Wound
400400,Knee Laceration
400420,Knee Laceration/Lateral
400500,Prepatellar Bursitis
400510,Knee Anserine Bursitis
400600,Knee Tenosynovitis-Tendinitis
400601,Knee Patellar Tenosynovitis-Tendinitis
400610,Knee Anserine Tendinitis/Acute
400620,Hamstring Tenosynovitis-Tendinitis
400621,Knee Semimembranosus Tendinitis
400622,Knee Semitendinosus Tendinitis
400630,Knee Gastrocnemius Tendinitis/Proximal
400640,Knee Quadriceps Tenosynovitis-Tendinitis
400650,Knee Popliteus Tendinitis
400670,Knee Iliotibial Band Tendinitis/Acute
400700,Knee Synovitis/Capsulitis/Acute
400730,Knee Medial Collateral Capsulitis
400800,Knee Vascular Trauma
400910,Knee Quadriceps Cramp
400920,Knee Hamstring Muscle Spasm
401510,Knee Nerve Contusion w/Sensory Loss
401520,Knee Nerve Contusion w/Motor Loss
401530,Knee Nerve Contusion w/S&M Loss
401600,Knee Nerve Disorder
401640,Knee Nerve Disorder/Neuroma
401641,Knee Nerve Ganglion Cyst
401642,Knee Peroneal Nerve Inflammation
402010,Knee Thermal Burn
402101,Knee Burn 1 Deg
402102,Knee Burn 2 Deg
402103,Knee Burn 3 Deg
402400,Knee Friction Blister
403000,Knee Sprain (non-specific)
403001,Knee Hyperextension Sprain
403002,Knee Hyperflexion Sprain
403010,Knee Anterior Cruciate Sprain
403011,Knee Anterior Cruciate Ligament Tear - Complete
403012,Knee Anterior Cruciate Ligament Tear - Partial
403013,Knee Anterior Cruciate Ligament Mucoid Degeneration
403020,Knee Posterior Cruciate Sprain
